,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,model_name,screen_size,ram,os,customer_review
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,HP Chromebook 11A-NA0002MU,11.6,4,Chrome,"i also feel like apple hides too much under the hood from the user , but i suppose you can still work around that if you are so inclined ."
1908,Lenovo,Lenovo Ideapad 1 11IGL05 (81VT009UIN) Laptop (11.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD)::595580::computer::laptops,23819,Intel Celeron Dual-Core,Intel, 12 GB Expandable,4 GB , DDR4 RAM , 1.1 Ghz Processor,LCD,11.6,UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,Lenovo Ideapad 1 11IGL05,11.6,4,Windows 11,works well so far .
1909,ASUS,ASUS VivoBook 14 X415JA-BV301W Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD)::594740::computer::laptops,29489,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.4 Ghz Processor,LCD,14,UHD,Intel,NO SSD,1024 GB HDD Storage,37, Upto 6 Hrs Battery Life,ASUS VivoBook 14 X415JA-BV301W Laptop,14,8,Windows 11,beautiful ips display .
1910,HP,HP 245 G7 (7GZ75PA) Laptop (14 Inch | AMD Dual Core A6 | 4 GB | DOS | 1 TB HDD)::575702::computer::laptops,20900,AMD Dual-Core A6 APU,AMD,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,14,Radeon R4,AMD,NO SSD,1024 GB HDD Storage,41,41W Adapter,HP 245 G7,14,4,DOS,"good size , responsive keyboard , great screen , easy to use ."
1911,Acer,Acer Aspire 3 A315-24P (NX.KDESI.009) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::612810::computer::laptops,32990,AMD Quad-Core Ryzen 3 Processor,AMD,Not Expandable,8 GB LP, LPDDR5 RAM,0,LCD,15.6,Radeon,AMD,256 GB SSD Storage,No HDD,45,45W Adapter,Acer Aspire 3 A315-24P,15.6,8,Windows 11,- no audio in port .
1912,Acer,Acer Extensa EX215-33 (UN.EH6SI.017) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 256 GB SSD)::616106::computer::laptops,31890,Intel Core i3 (12th Gen) Processor,Intel,Not Expandable,8 GB LP, LPDDR5 RAM,0,LCD,15.6,UHD,Intel,256 GB SSD Storage,No HDD,45,45W Adapter,Acer Extensa EX215-33,15.6,8,Windows 11,"udpate : after talking to tech support , i found out that they made the wrong repair ."
1913,ASUS,ASUS TUF Gaming A15 FA506IHRZ-HN111W Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::596982::computer::laptops,56990,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter,ASUS TUF Gaming A15 FA506IHRZ-HN111W Laptop,15.6,8,Windows 11,"very slow , and always hangs"
1914,ASUS,ASUS ROG Strix G15 G513RC-HN061W Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::615800::computer::laptops,77990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR5 RAM , 4.7 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,200,200W Adapter,ASUS ROG Strix G15 G513RC-HN061W Laptop,15.6,16,Windows 11,"i really liked it when i first got it , it performs very well and the software is very easy to use ."
1915,ASUS,ASUS ROG Strix G15 G513RC-HN083W Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::594592::computer::laptops,84999,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,200, Upto 12 Hrs Battery Life,ASUS ROG Strix G15 G513RC-HN083W Laptop,15.6,16,Windows 11,online support from asus says they only repair not replace .
1916,Lenovo,Lenovo Ideapad Gaming 3 (82K20289IN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::613662::computer::laptops,47990,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Not Specified,Lenovo Ideapad Gaming 3,15.6,8,Windows 11,it ' s also awesome how the charger for this computer is magnetic .
1917,Lenovo,Lenovo Ideapad Flex 5i (81X100NDIN) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::583296::computer::laptops,58999,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LED,14,UHD,Intel,512 GB SSD Storage,No HDD,no,52.5W Adapter,Lenovo Ideapad Flex 5i,14,8,Windows 10,it ' s been about 3 weeks since my purchase of my lenova laptop and figure it ' s time to give my all important review .
1918,HP,HP 247 G8 67U77PA Laptop (14 Inch | AMD Dual Core Athlon | 8 GB | Windows 11 | 1 TB HDD)::594700::computer::laptops,24990,AMD Dual-Core Athlon,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,14,Integrated,Intel,NO SSD,1024 GB HDD Storage,41, Upto 9.15 Hrs Battery Life,HP 247 G8 67U77PA Laptop,14,8,Windows 11,i don ' t even think i will be able to work on this it is so distracting .
1919,ASUS,ASUS Chromebook C223NA-GJ0074 Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD)::587835::computer::laptops,17999,Intel Celeron Dual-Core,Intel, 32 GB Expandable,4 GB LP, LPDDR4X RAM , 1.1 Ghz Processor,LED,11.6,HD 500,Intel,32 GB SSD Storage,No HDD,45,45W Adapter,ASUS Chromebook C223NA-GJ0074 Laptop,11.6,4,Chrome,"so i decided to purchase the asus flip , and so far it has met every one of my nitpicky demanding needs ."
1920,HP,HP 15s-fq5112TU (6Q2M3PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596541::computer::laptops,62917,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,HP 15s-fq5112TU,15.6,16,Windows 11,the computer can not repair whatever disc issues it has .
1921,HP,HP 15s-FQ2072TU (36OL5PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::585134::computer::laptops,43990,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LED,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,HP 15s-FQ2072TU,15.6,8,Windows 10,battery life appears good but will depend on your brightness and how much streaming your doing .
1922,Acer,Acer Predator Helios 300 PH315-54 (NH.QC5SI.006) Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 1 TB HDD 512 GB SSD)::592182::computer::laptops,78490,Intel Core i7 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.3 Ghz Processor,LED,15.6,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage , 1024 GB HDD Storage,180,180W Adapter,Acer Predator Helios 300 PH315-54,15.6,16,Windows 10,condition even better then i expect .
1923,Lenovo,Lenovo Ideapad Gaming 3 (82K201Y9IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::596626::computer::laptops,56999,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter,Lenovo Ideapad Gaming 3,15.6,8,Windows 11,"for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen ."
1924,Lenovo,Lenovo Ideapad 3 15IGL05 (81WQ00NXIN) Laptop (15.6 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::611771::computer::laptops,26999,Intel Celeron Dual-Core,Intel, 8 GB Expandable,8 GB , DDR4 RAM , 1.1 Ghz Processor,LCD,15.6,UHD 600,Intel,256 GB SSD Storage,No HDD,45,45W Adapter,Lenovo Ideapad 3 15IGL05,15.6,8,Windows 11,"delivered quickly , easy set up ."
1925,HP,HP Pavilion x360 14-dy0053TU (3X8X2PA) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::592443::computer::laptops,62500,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LED,14,Iris X,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP Pavilion x360 14-dy0053TU,14,16,Windows 10,to get the features like this good luck .
1926,HP,HP Pavilion 14-dv1000TU (50N46PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::593393::computer::laptops,49990,Intel Core i5 (11th Gen) Processor,Intel,Not Expandable,8 GB , DDR4 RAM,0,LED,14,Iris X,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP Pavilion 14-dv1000TU,14,8,Windows 11,the keyboard and mouse on the asus were frequently rated as good but those on the pixelbook were raved about .
1927,Honor,Honor MagicBook X14 (FRI-F58) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600841::computer::laptops,48990,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8 GB LP, LPDDR4X RAM , 2.0 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 12 Hrs Battery Life,Honor MagicBook X14,14,8,Windows 11,very happy with this laptop although not a fan of windows 10 .
1928,Honor,Honor MagicBook X14 (FRI-F56) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::600842::computer::laptops,51990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 2.0 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 12 Hrs Battery Life,Honor MagicBook X14,14,16,Windows 11,the trackpad was very glitchy .
1929,ASUS,ASUS ZenBook 13 UX325EA-EG701TS Laptop (13.3 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 1 TB SSD)::583415::computer::laptops,99990,Intel Core i7 (11th Gen) Processor,Intel,Not Expandable,16 GB LP, LPDDR4X RAM,0,LED,13.3,Iris Xe,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter,ASUS ZenBook 13 UX325EA-EG701TS Laptop,13.3,16,Windows 10,"* the screen is more than adequate for me , although i have not used it outside much yet ."
1930,Acer,Acer Nitro 5 AN515-45 (NH.QBCSI.002) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 10 | 1 TB SSD)::586053::computer::laptops,76990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,180,180W Adapter,Acer Nitro 5 AN515-45,15.6,16,Windows 10,"all in all , pretty good stuff ."
1931,Dell,Dell Vostro 3420 (D552299WIN9BE) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::597077::computer::laptops,33490,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.7 Ghz Processor,LCD,14,Integrated,Intel,256 GB SSD Storage,No HDD,65,65W Adapter,Dell Vostro 3420,14,8,Windows 11,"but the battery was giving erroneous feedback and getting too hot while charging , the keyboard was way too sensitive for me , and the cover / lid was a really cheaply made ."
1932,Lenovo,Lenovo Ideapad Gaming 3 (82EY00L9IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::583777::computer::laptops,63490,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LED,15.6,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,45,45W Adapter,Lenovo Ideapad Gaming 3,15.6,8,Windows 10,this is a great notebook .
1933,Dell,Dell Vostro 14 3400 (D552190WIN9BE) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::593215::computer::laptops,38990,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.7 Ghz Processor,LED,14,UHD,Intel,256 GB SSD Storage,No HDD,no,Not Specified,Dell Vostro 14 3400,14,8,Windows 10,this little chromebook is amazing .
1934,HP,HP 15s-fq5202TU (8G148PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::613295::computer::laptops,49400,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP 15s-fq5202TU,15.6,8,Windows 11,lightweight .
1935,Acer,Acer Aspire 7 A715-76G (NH.QMESI.003) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::611674::computer::laptops,51990,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Not Specified,Acer Aspire 7 A715-76G,15.6,8,Windows 11,everything is very smooth and fast .
1936,HP,HP 14s-dr2016tu (360L9PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::585648::computer::laptops,49899,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LED,14,Iris X,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP 14s-dr2016tu,14,8,Windows 10,i want to cry because this doesn ' t support google play store !
1937,Infinix,Infinix Inbook Y2 Plus XL29 Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::615701::computer::laptops,27990,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 1.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 8 Hrs Battery Life,Infinix Inbook Y2 Plus XL29 Laptop,15.6,16,Windows 11,do not buy this .
1938,Infinix,Infinix Zero Book 13 ZL513 Laptop (15.6 Inch | Core i9 13th Gen | 32 GB | Windows 11 | 1 TB SSD)::612342::computer::laptops,74890,Intel Core i9 (13th Gen),Intel,Not Expandable,32 GB LP, LPDDR5X RAM, 4.8 Ghz Processor,LCD,15.6,Iris Xe,Intel,1024 GB SSD Storage,No HDD,96, Upto 10 Hrs Battery Life,Infinix Zero Book 13 ZL513 Laptop,15.6,32,Windows 11,i think biggest reason i like it is that it ' s sturdy and i don ' t mind throwing it in and out of my backpack whereas with a $ 1000 mb air i might be a whole lot more careful in how i handle it .
1939,HP,HP 15s-fq3066TU (7W475PA) Laptop (15.6 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 512 GB SSD)::613338::computer::laptops,28990,Intel Celeron Dual-Core,Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.8 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 7.30 Hrs Battery Life,HP 15s-fq3066TU,15.6,8,Windows 11,it takes up more than 1 / 3rd of the palm - area horizontal space and makes thumb - tapping mouse tweaks very easy .
1940,ASUS,ASUS VivoBook 15 M515DA-BQ332WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::595588::computer::laptops,39389,AMD Dual-Core Ryzen 3,AMD,Not Expandable,8 GB , DDR4 RAM, 2.6 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,ASUS VivoBook 15 M515DA-BQ332WS Laptop,15.6,8,Windows 11,"this unit is ` ` pretty ` ` and stylish , so my high school daughter was attracted to it for that reason ."
1941,Lenovo,Lenovo Ideapad Gaming 3 15ARH7 (82SB00NXIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::612537::computer::laptops,55990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR5 RAM, 4.2 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 7.8 Hrs Battery Life,Lenovo Ideapad Gaming 3 15ARH7,15.6,16,Windows 11,"the only problem that i have found about lenovo is that it comes with a program called migration , which is supposed to migrate your things from your old computer to your new computer ."
1942,Honor,Honor MagicBook X14 ( NDR-WDH) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599084::computer::laptops,41990,Intel Core i5 (11th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,14,Integrated,Intel,512 GB SSD Storage,No HDD,65, Upto 9.9 Hrs Battery Life,Honor MagicBook X14,14,8,Windows 11,i now feel like this could be my main computer for work and fun .
1943,Acer,Acer Swift 3 Intel Evo SF314-512 (NX.K0FSI.002) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::595528::computer::laptops,61999,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.7 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Acer Swift 3 Intel Evo SF314-512,14,8,Windows 11,"pros : lightweight , fast , portable , great battery life ( 12 ."
1944,Apple,Apple MacBook Pro M2 MNEH3HN/A Ultrabook (13.3 Inch | Apple M2 | 8 GB | macOS Monterey | 256 GB SSD)::595822::computer::laptops,129900,Apple M2 Processor,Apple,Not Expandable,8 GB LP, LPDDR5 RAM,0,LCD,13.3,M2,Apple,256 GB SSD Storage,No HDD,67, Upto 20 Hrs Battery Life,Apple MacBook Pro M2 MNEH3HN/A Ultrabook,13.3,8,macOS,the build quality is great .
1945,Lenovo,Lenovo Ideapad Gaming 3i (82K1019BIN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::597371::computer::laptops,64500,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 3.1 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,Lenovo Ideapad Gaming 3i,15.6,16,Windows 11,"it ' s fast , connects quickly to wifi , and the screen is quite nice ."
1946,Dell,Dell Inspiron 15 3501 (D560412WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::586060::computer::laptops,54097,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LED,15.6,Iris Xe,Intel,256 GB SSD Storage , 1024 GB HDD Storage,no,Not Specified,Dell Inspiron 15 3501,15.6,8,Windows 10,"battery life was mediocre , too , come to think of it ."
1947,Lenovo,Lenovo Ideapad Slim 3 (82H701DKIN) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::595565::computer::laptops,40990,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 10 Hrs Battery Life,Lenovo Ideapad Slim 3,14,8,Windows 11,this piece of crap won ' t hold a wifi signal or has a really weak signal .
1948,Dell,Dell Vostro 3420 (D552276WIN9BE) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597076::computer::laptops,38890,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.7 Ghz Processor,LCD,14,Integrated,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,Dell Vostro 3420,14,8,Windows 11,it just is missing a lot of other features that i wanted in a notebook
1949,HP,HP Victus 16-e0350ax Laptop (16.1 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::595230::computer::laptops,72990,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,16.1,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,70,70W Adapter,HP Victus 16-e0350ax Laptop,16.1,8,Windows 11,"battery life thus far isn ' t nearly as long as i thought it would be , based upon video reviews of this model and item description ."
1950,ASUS,ASUS VivoBook 15 X1504ZA-NJ325WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::615828::computer::laptops,40990,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life,ASUS VivoBook 15 X1504ZA-NJ325WS Laptop,15.6,8,Windows 11,the only drawback to the device so far is that it ' s not especially comfortable to use in tablet mode ; the edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms and at 2 .
1951,HP,HP 15s-du3614TU (6N041PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD)::596447::computer::laptops,45637,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,15.6,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter,HP 15s-du3614TU,15.6,8,Windows 11,works like a charm and the retina display is super gorgeous .
1952,ASUS,ASUS Vivobook S15 OLED K3502ZA-L503WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::598189::computer::laptops,69990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,ASUS Vivobook S15 OLED K3502ZA-L503WS Laptop,15.6,16,Windows 11,i ' m loving this thing .
1953,ASUS,ASUS VivoBook S15 OLED K3502ZA-L501WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595436::computer::laptops,68489,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,70, Upto 10 Hrs Battery Life,ASUS VivoBook S15 OLED K3502ZA-L501WS Laptop,15.6,16,Windows 11,- memory is not easily upgradable anymore .
1954,ASUS,ASUS VivoBook S15 OLED Intel Evo K3502ZA-L502WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595541::computer::laptops,70990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,70, Upto 10 Hrs Battery Life,ASUS VivoBook S15 OLED Intel Evo K3502ZA-L502WS Laptop,15.6,16,Windows 11,i bought this laptop on black friday for $ 700 and i ' m debating returning it because i ' ve had quite a few issues .
1955,HP,HP 255 G8 (689T4PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::600361::computer::laptops,30990,AMD Dual-Core Ryzen 3,AMD, 8 GB Expandable,8 GB , DDR4 RAM , 2.6 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,HP 255 G8,15.6,8,Windows 11,"amazon , as well as the google suite of docs , sheets , slides , and photos work great ."
1956,HP,HP Pavilion 15-eg3018TU (87B57PA) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::613337::computer::laptops,73990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.7 Ghz Processor,LCD,15.6,Iris Xe,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter,HP Pavilion 15-eg3018TU,15.6,16,Windows 11,6 inch laptop it appears fragile the keyboard itself feels like the keys will pop out .
1957,HP,HP 15s-fq2671TU (6N044PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596300::computer::laptops,40990,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,HP 15s-fq2671TU,15.6,8,Windows 11,its battery life is quite good and the keyboard experience is great .
1958,Lenovo,Lenovo Ideapad Gaming 3 Gen 6 (82K201UEIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::597104::computer::laptops,51101,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter,Lenovo Ideapad Gaming 3 Gen 6,15.6,8,Windows 11,this issue happens more frequently when using netflix ( app or through chrome browser ) .
1959,Lenovo,Lenovo Legion 5 (82NL00APIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::595855::computer::laptops,67000,Intel Core i5 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,230, Upto 5.9 Hrs Battery Life,Lenovo Legion 5,15.6,8,Windows 11,"my first chromebook , and so far ( about one month of use ) i like it ."
