S.No,Brand,Model_Name,Price (in Dollars),Processor_Specifications,Processor_Brand,RAM_Expandable (GB),RAM (GB),RAM_TYPE,Processor (Ghz),Display_Type,GPU,GPU_Brand,SSD Storage (GB),HDD Storage (GB),Adapter (Hz),Battery_Life,Screen_Size (inches),OS,Customer_Review,Battery_Life_Standardized
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,275.88,MediaTek Octa-core,MediaTek,0,4,DDR4,2.0,LED,Integrated Graphics,MediaTek,64,0,45, Upto 12 Hrs Battery Life,11.6,Chrome,"I Also Feel Like Apple Hides Too Much Under The Hood From The User , But I Suppose You Can Still Work Around That If You Are So Inclined .",12.0
2108,ASUS,ASUS VivoBook 15 X1502ZA-EJ541WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::612096::computer::laptops,647.88,Intel Core i5 (12th Gen),Intel,0,16,DDR4,2.5,LCD,Iris Xe,Intel,512,0,65,65W Adapter,15.6,Windows 11,This Makes It Uncomfortable Holding It In Tablet Mode .,1.0
2109,HP,HP Victus 16-d0333TX (81H59PA) Laptop (16.1 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::601011::computer::laptops,707.88,Intel Core i5 (11th Gen),Intel,32,16,DDR4,4.2,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,150,150W Adapter,16.1,Windows 11,Display Stop Working Within 2 Months .,0.4
2110,Lenovo,Lenovo IdeaPad Slim 15AMN7 Gen 7 (82VG00EWIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::617863::computer::laptops,431.988,AMD Quad-Core Ryzen 5,AMD,0,8,LPDDR5,2.8,LCD,Radeon 610M,AMD,512,0,65,65W Adapter,15.6,Windows 11,The Keyboard Is Very Nice And Very Responsive .,1.0
2111,ASUS,ASUS Vivobook X509FA-BR301T Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD)::588213::computer::laptops,411.0,Intel Core i3 (10th Gen),Intel,12,4,DDR4,2.1,LED,UHD,Intel,0,1024,45,45W Adapter,15.6,Windows 10,"In All , This Is Really Great Machine And I Am Very Very Pleased With Hardware And Chrome Os So Far .",1.4
2112,MSI,MSI Prestige 14 A10RAS-099IN Laptop (14 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 512 GB SSD)::581121::computer::laptops,792.564,Intel Core i7 (10th Gen),Intel,0,16,DDR4,1.8,LED,"Geforce MX330 GPU, 2 GB",NVIDIA,512,0,90,90W Adapter,14,Windows 10,"The Battery Life Is Good - I Get About 5 - 6 Hours Of Non Stop Typing , With 3 Browsers Opened And Wifi Always On .",0.7
2113,HP,HP Victus 15-fb0040AX (6F9T7PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::596995::computer::laptops,611.292,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,4.2,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,65, Upto 9.15 Hrs Battery Life,15.6,Windows 11,I Can ' T Recommend Purchasing This Based On What Happens If You Need Support .,9.15
2114,Dell,Dell Inspiron 14 5406 (D560384WIN9S) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::585524::computer::laptops,767.988,Intel Core i3 (11th Gen),Intel,16,8,DDR4,3.0,LED,UHD,Intel,512,0,0,Upto 6 Hrs Battery Life,14,Windows 10,The Battery Life Is Great And I Love The Touchscreen / Flip Feature .,6.0
2115,ASUS,ASUS TUF Gaming A15 FA577NU-LP082W Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::611387::computer::laptops,1090.68,AMD Octa-Core Ryzen 7,AMD,32,16,DDR5,4.7,LCD,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512,0,240,240W Adapter,15.6,Windows 11,"I Don ' T Do Much More Than Google Searches , So The Lower End Model Works Great For Me .",0.3
2116,Dell,Dell Inspiron 15 3530 (IN3530XCMNV001ORS1) Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 1 TB SSD)::613364::computer::laptops,575.988,Intel Core i3 (13th Gen),Intel,16,8,LPDDR5,1.6,LCD,UHD,Intel,1024,0,0,Upto 7 Hrs Battery Life,15.6,Windows 11,It Starts Up Right Away And Has Decent Battery Life That Looks Nice .,7.0
2117,Lenovo,Lenovo Legion 5 15ITH6 (82JK00GCIN) Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::595967::computer::laptops,1001.88,Intel Core i7 (11th Gen),Intel,32,16,DDR4,2.3,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,230, Upto 8.9 Hrs Battery Life,15.6,Windows 10,The Hard Drive Is Definitely Slow .,8.9
2118,HP,HP 15s-fy5001TU (67V61PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::595689::computer::laptops,743.88,Intel Core i5 (12th Gen),Intel,16,8,DDR4,4.7,LCD,Iris Xe,Intel,512,0,65,65W Adapter,15.6,Windows 11,6 Inch Laptop It Appears Fragile The Keyboard Itself Feels Like The Keys Will Pop Out .,1.0
2119,HP,HP Pavilion 14-dv2041TU (6K9C5PA) Laptop (14 Inch | | 16 GB | Windows 11 | 512 GB SSD)::595683::computer::laptops,779.88,Intel Core i5 (12th Gen),Intel,0,16,DDR4,4.7,LCD,Iris Xe,Intel,512,0,65,65W Adapter,14,Windows 11,I Contacted The Seller And They Seemed Like They Could Care Less .,1.0
2120,ASUS,ASUS VivoBook 15 X1502ZA-EJ544WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::613582::computer::laptops,766.6800000000001,Intel Core i5 (12th Gen),Intel,0,16,DDR4,2.5,LCD,Iris Xe,Intel,512,0,65,65W Adapter,15.6,Windows 11,Not Only Is The Touchpad Not Great In Use But It Also Feels Poorly Made .,1.0
2121,HP,HP 255 G9 (841W6PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | DOS | 512 GB SSD)::613296::computer::laptops,305.988,AMD Dual-Core Ryzen 3,AMD,0,8,DDR4,2.6,LCD,Radeon,AMD,512,0,65,65W Adapter,15.6,DOS,The 13 ` ` Is A Good Weight .,1.0
2122,ASUS,ASUS VivoBook 15 X1502ZA-EZ311WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::596551::computer::laptops,599.88,Intel Core i3 (12th Gen),Intel,16,8,DDR4,1.1,LCD,UHD,Intel,512,0,65, Upto 8 Hrs Battery Life,15.6,Windows 11,#Name?,8.0
2123,HP,HP 15-hr0001TU (832Q9PA) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::611234::computer::laptops,786.0,Intel Core i5 (13th Gen),Intel,0,16,DDR4,4.7,LCD,Iris Xe,Intel,512,0,65,65W Adapter,15.6,Windows 11,Still Learning But It ' S A Good Computer And A Great Deal,1.0
2124,ASUS,ASUS VivoBook S15 OLED Intel Evo S3502ZA-L502WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595660::computer::laptops,908.88,Intel Core i5 (12th Gen),Intel,0,16,DDR4,3.3,LCD,Iris Xe,Intel,512,0,70,70W Adapter,15.6,Windows 11,"It Is Not Up To My Expectations , It Produces Some Kind Of Sound When You Play Something On Youtube ( From Its Keyboard ) Perhaps !",0.9
2125,Lenovo,Lenovo Thinkpad E14 (20YES00200) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | DOS | 512 GB SSD)::592747::computer::laptops,558.48,AMD Hexa-Core Ryzen 5,AMD,0,8,DDR4,2.3,LED,Radeon,AMD,512,0,65,65W Adapter,14,DOS,"The Form Factor Is Nice , But The Power Key Is In The Upper Right , Easy To Hit When Using Backspac Nor Page Up .",1.0
2126,ASUS,ASUS VivoBook S15 OLED S5504VA-MA543WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::600824::computer::laptops,1006.428,Intel Core i5 (13th Gen),Intel,16,16,LPDDR5,2.6,LED,Iris Xe,Intel,512,0,90, Upto 8 Hrs Battery Life,15.6,Windows 11,It Keep Going Off On Sleep Mode Without Any Way To Wake It Up .,8.0
2127,ASUS,ASUS VivoBook S15 OLED S5504VA-MA554WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::611932::computer::laptops,1102.56,Intel Core i5 (13th Gen),Intel,16,16,LPDDR5,2.6,LED,Iris Xe,Intel,1024,0,90, Upto 8 Hrs Battery Life,15.6,Windows 11,"The Asus Is Powerful Enough To Stream Video , I Watch Tv On It , Do All My Google Trainer Work With It , And All My Daily Work Too .",8.0
2128,HP,HP 15-hr0000TU (832Q8PA) Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::611233::computer::laptops,737.88,Intel Core i5 (13th Gen),Intel,0,8,DDR4,4.7,LCD,Iris Xe,Intel,512,0,65,65W Adapter,15.6,Windows 11,Asus Is A Great Computer Company .,1.0
2129,ASUS,ASUS VivoBook Pro 14 OLED M3400QA-KM502WS Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::597379::computer::laptops,689.88,AMD Hexa-Core Ryzen 5 Processor,AMD,0,8,DDR4,0.0,LCD,Radeon Graphics,AMD,512,0,65, Upto 6 Hrs Battery Life,14,Windows 11,"The Mbp Trackpad Is Best In Class And If You Are Not Using A Mouse , This Makes A Huge Difference .",6.0
2130,Dell,Dell Inspiron 15 5518 (D560695WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::598720::computer::laptops,899.988,Intel Core i5 (11th Gen),Intel,32,16,DDR4,3.1,LCD,Iris Xe,Intel,512,0,65, Upto 6 Hrs Battery Life,15.6,Windows 11,Battery Doesn ' T Last Nearly As Long As Advertised .,6.0
2131,Lenovo,Lenovo ThinkBook 15 (21A4A09UIH) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::599812::computer::laptops,515.88,AMD Hexa-Core Ryzen 5,AMD,48,8,DDR4,2.1,LCD,Radeon,AMD,512,0,65, Upto 7.5 Hrs Battery Life,15.6,Windows 11,"The Screen On This Looks Great , The Bezels Aren ' T Noticeable .",7.5
2132,ASUS,ASUS VivoBook Go 15 E1504FA-NJ541WS Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::611225::computer::laptops,623.772,AMD Quad-Core Ryzen 5,AMD,16,16,DDR5,4.2,LCD,Radeon,AMD,512,0,45, Upto 8 Hrs Battery Life,15.6,Windows 11,Very Nice I Love It It Work Very Well Even I Instal Gta 5 It Run But Not Enoght Video Card Mb But Run At All,8.0
2133,HP,HP Pavilion 14-EC1008AU (6D9T4PA) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::595413::computer::laptops,889.248,AMD Octa-Core Ryzen 7,AMD,0,16,DDR4,4.7,LCD,Radeon,AMD,512,0,43,43W Adapter,14,Windows 11,Screen Looks Great .,1.5
2134,HP,HP 247 G8 (67U40PA) Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::615909::computer::laptops,370.68,AMD Quad-Core Ryzen 5,AMD,8,8,DDR4,2.1,LCD,Radeon,AMD,512,0,41, Upto 4 Hrs Battery Life,14,Windows 11,"It ' S Extremely Useful As A Laptop As Well As , Most Of The Time At Least , A Tablet .",4.0
2135,HP,HP Pavilion x360 14-dy1013TU (533U2PA) Laptop (14 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::594308::computer::laptops,899.88,Intel Core i7 (11th Gen),Intel,0,16,DDR4,4.8,LCD,Integrated Iris Xe,Intel,512,0,65, Upto 12 Hrs Battery Life,14,Windows 10,My Father Is Very Satisfied With This Laptop,12.0
2136,HP,HP 14s-ef1002TU (6Q121PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599888::computer::laptops,453.6,Intel Core i3 (11th Gen),Intel,0,8,DDR4,4.0,LCD,UHD,Intel,512,0,65,65W Adapter,14,Windows 11,Now I Keep Seeing Headlines For Bad Battery Life And Other Woes For The 2016 Edition And Feel Extra Satisfied By My Choice .,1.0
2137,Lenovo,Lenovo Ideapad Gaming 3 Gen 6 (82K201UNIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596411::computer::laptops,1000.932,AMD Octa-Core Ryzen 7,AMD,0,16,DDR4,4.7,LCD,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,512,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,The Product Itself Is Awesome .,7.0
2138,ASUS,ASUS VivoBook Go 15 E1504FA-NJ542WS Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::600186::computer::laptops,527.88,AMD Quad-Core Ryzen 5,AMD,0,16,DDR5,4.2,LCD,Radeon,AMD,512,0,45, Upto 6 Hrs Battery Life,15.6,Windows 11,- Touch Pad Seems A Little Off To Me .,6.0
2139,Lenovo,Lenovo IdeaPad Flex 5 14ABR8 (82XX007KIN) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::612627::computer::laptops,719.88,AMD Hexa-Core Ryzen 5,AMD,16,16,LPDDR4X,2.0,LCD,Radeon,AMD,512,0,0,Upto 10 Hrs Battery Life,14,Windows 11,I ' Ve Been Using It For Almost Three Weeks Now And It Has Not Let Me Down .,10.0
2140,Lenovo,Lenovo V15 (82KDA012iH) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::613617::computer::laptops,407.88,AMD Hexa-Core Ryzen 5,AMD,0,8,DDR4,2.1,LCD,Radeon,AMD,512,0,65, Upto 6 Hrs Battery Life,15.6,Windows 11,It Has Everything He Wanted And Needs .,6.0
2141,HP,HP 255 G8 (7J035AA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 256 GB SSD)::613194::computer::laptops,467.988,AMD Hexa-Core Ryzen 5,AMD,0,8,DDR4,4.0,LCD,Radeon,AMD,256,0,65,65W Adapter,15.6,Windows 11,"Performance Wise , This Is An Excellent Machine - It Has A Beautiful Touchscreen , Plenty Of Storage , Converts To A Tablet , And Seamlessly Connects To The Google Play Store To Run Any Of The Millions Of Android Apps Available .",1.0
2142,Dell,Dell Inspiron 15 3525 (D560789WIN9S) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::597129::computer::laptops,582.0,AMD Hexa-Core Ryzen 5,AMD,16,8,DDR4,2.3,LCD,Radeon,AMD,512,0,65,65W Adapter,15.6,Windows 11,It Is A Little Slow At Times Though .,1.0
2143,Lenovo,Lenovo V15 (82KBA01TIH) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599223::computer::laptops,563.88,Intel Core i5 (11th Gen),Intel,16,8,DDR4,2.4,LCD,Iris Xe,Intel,512,0,65, Upto 5.5 Hrs Battery Life,15.6,Windows 11,"I Really Like The Laptop And How Fast It Is And All The Specs But , The Internet Started Dropping Only In This Laptop .",5.5
2144,HP,HP 15-fc0030AU (7L034PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::614412::computer::laptops,539.88,AMD Quad-Core Ryzen 5,AMD,16,16,LPDDR5,2.8,LCD,Radeon,AMD,512,0,0,Upto 11 Hrs Battery Life,15.6,Windows 11,At Least The Volume Through Bluetooth Was Tolerable .,11.0
2145,Acer,Acer Nitro 5 AN515-47 (NH.QL3SI.005) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::612840::computer::laptops,785.88,AMD Hexa-Core Ryzen 5,AMD,32,8,DDR5,3.3,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,180,180W Adapter,15.6,Windows 11,Battery : Solid .,0.4
2146,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101EEIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597645::computer::laptops,774.0,Intel Core i5 (11th Gen),Intel,0,8,DDR4,3.3,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,65, Upto 4.5 Hrs Battery Life,15.6,Windows 11,The 4Gb / 32Gb Version Is Fast And Smooth And Has Enough Storage Space For Your Work Documents And E - Books For Ready Access When No Internet Is Available .,4.5
2147,Samsung,Samsung Galaxy Book 4 NP750XGK-KG1IN Laptop (15.6 Inch | Core 5 Series 1 | 8 GB | Windows 11 | 512 GB SSD)::616544::computer::laptops,851.88,Intel Core 5 (Series 1),Intel,0,8,LPDDR4X,1.4,LCD,Not Specified,Intel,512,0,45,45W Adapter,15.6,Windows 11,The Keyboard Is Really Nice - .,1.4
2148,ASUS,ASUS TUF Gaming F15 FX566HCB-HN231T Laptop (15.6 Inch | Core i7 11th Gen | 8 GB | Windows 10 | 1 TB SSD)::597380::computer::laptops,1115.88,Intel Core i7 (11th Gen),Intel,32,8,DDR4,2.3,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,1024,0,65,65W Adapter,15.6,Windows 10,- Windows 10 ( Do I Really Need To List The Drawbacks Of 10 ?,1.0
2149,ASUS,ASUS Vivobook 16X K3605ZF-MB541WS Laptop (16 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::611397::computer::laptops,779.88,Intel Core i5 (12th Gen),Intel,16,16,DDR4,2.0,LCD,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512,0,120,120W Adapter,16,Windows 11,"This Review Might Be Dismissed As I Am Missing The ` ` Verified Purchase ` ` Stamp , Which Is Fair .",0.5
2150,MSI,MSI Katana GF66 12UC-636IN Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597408::computer::laptops,959.88,Intel Core i5 (12th Gen),Intel,64,8,DDR4,4.7,LCD,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512,0,65,65W Adapter,15.6,Windows 11,This Item Cost Me Money .,1.0
2151,MSI,MSI Modern 15 B13M-290IN Laptop (15.6 Inch | Core i7 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::600268::computer::laptops,779.88,Intel Core i7 (13th Gen),Intel,0,8,DDR4,4.8,LCD,Iris Xe,Intel,512,0,65,65W Adapter,15.6,Windows 11,Now A Few Weeks Later Monitor Has Died Again .,1.0
2152,ASUS,ASUS Vivobook 16X K3605ZF-MB522WS Laptop (16 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::611257::computer::laptops,803.88,Intel Core i5 (12th Gen),Intel,0,8,DDR4,4.2,LED,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512,0,120,120W Adapter,16,Windows 11,With It Being A Touch Screen It Surprised Me That It Cracked And I Have No Idea How .,0.5
2153,Samsung,Samsung Galaxy Book 4 NP750XGK-KG2IN Laptop (15.6 Inch | Core 5 Series 1 | 16 GB | Windows 11 | 512 GB SSD)::616532::computer::laptops,911.88,Intel Core 5 (Series 1),Intel,0,16,LPDDR4X,1.4,LCD,Not Specified,Intel,512,0,45,45W Adapter,15.6,Windows 11,My First Mac And I ' M In Love .,1.4
2154,Infinix,Infinix GTBook GL613 Laptop (16 Inch | Core i9 13th Gen | 32 GB | Windows 11 | 1 TB SSD)::617685::computer::laptops,1199.88,Intel Core i9 (13th Gen),Intel,0,32,LPDDR5X,2.4,LCD,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024,0,210,210W Adapter,16,Windows 11,My Only Complaint Is That The Trackpad Is Just Awful .,0.3
2155,Acer,Acer Aspire 3 A314-22 (UN.HVVSI.014) Laptop (14 Inch | AMD Dual Core Athlon | 8 GB | Windows 11 | 256 GB SSD)::596909::computer::laptops,332.28000000000003,AMD Dual-Core Athlon,AMD,16,8,DDR4,1.2,LCD,Radeon,AMD,256,0,45, Upto 8 Hrs Battery Life,14,Windows 11,The Device Itself Is Light And Handsome - But Virtually Useless For Long Documents .,8.0
2156,Dell,Dell Inspiron 14 7420 (D560918WIN9S) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::598449::computer::laptops,911.988,Intel Core i5 (12th Gen),Intel,32,8,DDR4,3.3,LCD,Iris Xe,Intel,512,0,65,65W Adapter,14,Windows 11,"I Will See If Samsung Honors Their Warrnty , If So , I Will Probably Change / Update This Review .",1.0
2157,Lenovo,Lenovo Ideapad Slim 5 (82XE0072IN) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::613154::computer::laptops,734.28,AMD Octa-Core Ryzen 7,AMD,16,16,DDR4,2.0,LCD,Radeon,AMD,512,0,65,65W Adapter,14,Windows 11,I Am Very Impressed With This Computer .,1.0
2158,MSI,MSI Modern 15 B13M-291IN Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::600453::computer::laptops,587.88,Intel Core i5 (13th Gen),Intel,8,8,DDR4,4.2,LCD,Iris Xe,Intel,512,0,0,Not Specified,15.6,Windows 11,Stylus Also Failed And Is Now Stuck Inside The Laptop So I Can ' T Really Use It For Screen Capturing .,
2159,Lenovo,Lenovo Ideapad Slim 5 (82SF004XIN) Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597196::computer::laptops,983.88,Intel Core i7 (12th Gen),Intel,16,16,DDR4,1.7,LCD,Iris Xe,Intel,512,0,65, Upto 8 Hrs Battery Life,15.6,Windows 11,So I ' M Very Happy And Relieved To See It Working Excellently On The C302 .,8.0
2160,Acer,Acer One 11 Z8-284 (UN.013SI.033) Laptop (11.6 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 128 GB SSD)::613606::computer::laptops,203.88,Intel Celeron Dual-Core,Intel,16,8,DDR4,1.1,LCD,UHD,Intel,128,0,0,Not Specified,11.6,Windows 11,I Had The Trackpad Speed Maxed Out And It Still Was Bugging Out .,
2161,Dell,Dell G15-5520 (D560897WIN9S) Laptop (15.6 Inch | Core i9 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::598075::computer::laptops,1825.164,Intel Core i9 (12th Gen),Intel,32,16,DDR5,4.8,LCD,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024,0,65,65W Adapter,15.6,Windows 11,It Take A Bit Of Getting Used To .,1.0
2162,MSI,MSI Katana GF66 12UD-640IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597377::computer::laptops,1108.308,Intel Core i5 (12th Gen),Intel,64,16,DDR4,4.7,LCD,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512,0,65,65W Adapter,15.6,Windows 11,"I Am Able To Write , Look Up Facts On The Internet , And It Has A Pretty Good Battery Life .",1.0
2163,Lenovo,Lenovo V15 (82KBA002IH) Laptop (15 Inch | Core i3 11th Gen | 4 GB | DOS | 256 GB SSD)::593260::computer::laptops,395.88,Intel Core i3 (11th Gen),Intel,0,4,DDR4,3.0,LED,UHD,Intel,256,0,38,38W Adapter,15,DOS,It Does Great And Has Lots Of Cool Stuff,1.7
2164,MSI,MSI GF63 Thin 10SC-848IN Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597571::computer::laptops,599.88,Intel Core i5 (10th Gen),Intel,64,8,DDR4,4.7,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,65,65W Adapter,15.6,Windows 11,It Is Fast And Lightweight .,1.0
2165,Lenovo,Lenovo V15 (82KB00F0IN) Laptop (15 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::592716::computer::laptops,527.88,Intel Core i5 (11th Gen),Intel,0,8,DDR4,2.4,LED,UHD,Intel,512,0,38,38W Adapter,15,Windows 10,"Although Lightweight And Less Expensive , The Lack Of Sensitivity Of The Touchpad Makes Using This With Ease Kind Of Frustrating .",1.7
2166,Dell,Dell Vostro 3515 (ICC-D585042WIN8) Laptop (15.6 Inch | AMD Dual Core Athlon | 8 GB | Windows 11 | 256 GB SSD)::597085::computer::laptops,401.88,AMD Dual-Core Athlon,AMD,16,8,DDR4,2.3,LCD,Radeon,AMD,256,0,65, Upto 7 Hrs Battery Life,15.6,Windows 11,This Computer Is Loud !,7.0
2167,Dell,Dell Inspiron 15 3511 (D560675WIN9BE) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::596040::computer::laptops,509.988,Intel Core i3 (10th Gen),Intel,16,8,DDR4,1.2,LCD,UHD,Intel,256,1024,65, Upto 7 Hrs Battery Life,15.6,Windows 11,Decent Sound Quality .,7.0
2168,MSI,MSI Modern 14 C13M-437IN Laptop (14 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::600185::computer::laptops,563.88,Intel Core i5 (13th Gen),Intel,0,8,DDR4,4.7,LCD,Iris Xe,Intel,512,0,65,65W Adapter,14,Windows 11,Battery Life Is A Huge Plus !,1.0
2169,Lenovo,Lenovo Ideapad Gaming 3 15IMH05 (81Y401BHIN) Laptop (15.6 Inch | Core i7 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::597646::computer::laptops,719.88,Intel Core i7 (10th Gen),Intel,16,8,DDR4,2.6,LCD,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512,0,65, Upto 8 Hrs Battery Life,15.6,Windows 11,The Price Was Great During Prime Days .,8.0
2170,ASUS,ASUS VivoBook 15 X515EA-BQ312TS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::588169::computer::laptops,395.988,Intel Core i3 (11th Gen),Intel,0,8,DDR4,3.0,LED,UHD,Intel,256,0,37,37W Adapter,15.6,Windows 10,The Picture Quality Is Very Good And The Book Itself Is Responsive And Fast .,1.8
2171,Dell,Dell Inspiron 15 3520 (D560885WIN9S) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597663::computer::laptops,575.988,Intel Core i5 (12th Gen),Intel,32,8,DDR4,4.2,LCD,UHD,Intel,512,0,65,65W Adapter,15.6,Windows 11,But After Three Charge Cycles The Screen Started Vibrating Vigorously From Side - To - Side .,1.0
2172,Fujitsu,Fujitsu UH-X 4ZR1F38026 Laptop (13.3 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595562::computer::laptops,1003.08,Intel Core i5 (11th Gen),Intel,16,16,DDR4,4.2,LCD,Iris Xe,Intel,512,0,50, Upto 11 Hrs Battery Life,13.3,Windows 11,The Start Up Process Was Very Simple And Relatively Quick .,11.0
2173,HP,HP 15s-fq3071TU (832R1PA) Laptop (15.6 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 512 GB SSD)::611673::computer::laptops,346.68,Intel Celeron Dual-Core,Intel,8,8,DDR4,2.8,LCD,UHD,Intel,512,0,65, Upto 12 Hrs Battery Life,15.6,Windows 11,Big Screen !,12.0
